frame,present_frame,present_count,present_reason,emulated_timestamp,intended_offset_ms,actual_offset_ms,cpu_slices,cpu_throttle_calls,last_throttle_target_offset_ms,last_throttle_end_offset_ms,total_ms,cpu_wall_ms,cpu_thread_ms,cpu_idle_ms,cpu_throttle_sleep_ms,cpu_throttle_requested_ms,cpu_throttle_lateness_ms,video_build_ms,present_ms,audio_mix_ms,static_bursts,static_cycles,static_native_dispatches,static_fallback_steps,static_hook_fallbacks,fallback_mfspr,fallback_mtspr,fallback_cache,fallback_dcbst,fallback_dcbf,fallback_dcbi,fallback_icbi,fallback_other,cache_controls,cache_control_dcbst,cache_control_dcbf,cache_control_dcbi,cache_control_icbi
93,92,283,1,3004707420,-5.626083,0.027000,615,0,-23.771195,-22.973250,21.653375,21.508865,21.505857,0.000000,0.000291,0.000000,0.000000,0.026834,0.007458,0.583375,640,8087197,127773,0,302,0,302,0,0,0,0,0,0,21081,14400,3510,3171,0
94,93,285,1,3012815520,-0.647959,0.019708,615,1,-2.109737,-1.222834,11.705209,11.605286,5.905722,0.000000,5.708501,4.821472,0.886903,0.019541,0.005417,0.292083,641,8107084,113671,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
95,94,287,1,3020923620,-5.631667,0.024000,615,0,-23.776778,-22.889875,21.667041,21.564545,21.574387,0.000000,0.000208,0.000000,0.000000,0.023834,0.012500,0.581332,641,8109401,128344,0,302,0,302,0,0,0,0,0,0,21280,14400,3510,3370,0
96,95,289,1,3029031720,0.093542,0.093625,615,2,-0.764458,-0.764458,10.958125,10.926715,6.391273,0.000000,4.914917,4.914639,0.000195,0.019875,0.096792,0.628292,635,8146793,120308,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
97,96,291,1,3037139820,-4.459417,0.020667,617,0,-22.000750,-22.000750,21.236292,21.053303,21.056322,0.000000,0.000208,0.000000,0.000000,0.020542,0.005666,1.052667,647,8071581,119255,0,302,0,302,0,0,0,0,0,0,23087,14400,4680,4007,0
98,97,293,1,3045247920,-1.035876,0.024416,609,2,-2.497654,-1.243000,13.259792,13.151421,6.347934,0.000000,7.279751,6.024916,1.254710,0.024208,0.008708,0.616292,630,8091767,114332,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
99,98,295,1,3053356020,-6.053125,0.021000,615,0,-24.198237,-22.943583,21.700583,21.589938,21.595301,0.000000,0.000208,0.000000,0.000000,0.020833,0.011792,1.055167,639,8102643,125166,0,302,0,302,0,0,0,0,0,0,21287,14400,3510,3377,0
100,99,297,1,3061464120,-0.450917,0.018083,611,1,-1.912695,-1.218500,11.081125,10.978828,5.856237,0.000000,5.130708,4.436388,0.694195,0.017958,0.005667,0.616292,637,8107087,109736,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
101,100,299,1,3069572220,-5.238042,0.024000,617,0,-23.383153,-22.688958,21.470458,21.362856,21.365710,0.000000,0.000333,0.000000,0.000000,0.023834,0.011500,1.057834,643,8102628,125408,0,302,0,302,0,0,0,0,0,0,21292,14400,3510,3382,0
102,101,301,1,3077680320,-0.902292,0.020375,611,1,-2.364070,-1.261292,12.347584,12.246993,5.897245,0.000000,6.357916,5.255014,1.102778,0.020208,0.006708,0.611416,630,8107258,113028,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
103,102,303,1,3085788420,-6.572084,0.027958,613,0,-24.717195,-23.614417,22.353125,22.218508,22.238629,0.000000,0.000291,0.000000,0.000000,0.027875,0.005041,1.011834,640,8087480,63680,0,282,0,282,0,0,0,0,0,0,7208,0,4680,2528,0
104,103,305,1,3093896520,0.163958,0.187667,628,2,-0.694042,-0.694000,9.947291,10.040062,6.990781,0.000000,3.205000,3.202429,0.002321,0.024917,0.180542,0.293125,652,8245720,106286,0,22,0,22,0,0,0,0,0,0,21276,14400,3510,3366,0
105,104,307,1,3102004620,-5.007833,0.026209,601,0,-22.549167,-22.549125,21.855125,21.539700,21.557377,0.000000,0.000250,0.000000,0.000000,0.026000,0.006125,1.218500,622,7963947,51943,0,302,0,302,0,0,0,0,0,0,11245,5839,3510,1896,0
106,105,309,1,3110112720,0.090833,0.090833,624,2,-0.767167,-0.767042,11.584667,11.595952,6.492251,0.000000,5.216999,5.216471,0.000195,0.023667,0.099708,0.610083,655,8183966,109553,0,2,0,2,0,0,0,0,0,0,17254,8561,4680,4013,0
107,106,311,1,3118220820,-6.659376,0.072291,617,0,-24.200709,-24.200584,23.433542,23.243454,23.168998,0.000000,0.000291,0.000000,0.000000,0.071875,0.015416,0.902625,643,8149000,70515,0,302,0,302,0,0,0,0,0,0,21405,14400,3510,3495,0
108,107,313,1,3126328920,-0.181083,0.048709,609,1,-1.642861,-1.274708,10.205041,10.098017,5.945120,0.000000,4.147874,3.779389,0.368153,0.048459,0.013458,0.611000,629,8029982,103695,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
109,108,315,1,3134437020,-6.255917,0.071917,609,0,-24.401028,-24.032875,22.758167,22.553457,22.560123,0.000000,0.000459,0.000000,0.000000,0.071708,0.018667,1.230000,640,8046464,56808,0,302,0,302,0,0,0,0,0,0,23177,14400,4680,4097,0
110,109,317,1,3142545120,-0.191542,0.023084,617,1,-1.653320,-1.230458,10.618958,10.558435,6.252344,0.000000,4.315126,3.891930,0.422862,0.022917,0.011083,0.613208,638,8132312,121418,0,2,0,2,0,0,0,0,0,0,5407,0,3510,1897,0
111,110,319,1,3150653220,-5.817875,0.021333,617,0,-23.962987,-23.540125,22.309667,22.189909,22.208702,0.000000,0.000249,0.000000,0.000000,0.021167,0.016166,1.217584,642,8156606,75151,0,302,0,302,0,0,0,0,0,0,19806,14400,3510,1896,0
112,111,321,1,3158761320,-0.777750,0.020167,608,1,-2.239528,-1.372041,11.643208,11.541319,5.893973,0.000000,5.651250,4.783555,0.867487,0.020000,0.005667,0.616209,634,8053162,104371,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
113,112,323,1,3166869420,-7.049876,0.022250,616,0,-25.194987,-24.327500,22.955459,22.838000,22.849821,0.000000,0.000167,0.000000,0.000000,0.022000,0.015208,1.054208,642,8164406,79295,0,302,0,302,0,0,0,0,0,0,19806,14400,3510,1896,0
114,113,325,1,3174977520,0.008458,0.024916,609,1,-1.453320,-1.178584,9.625000,9.521808,5.656786,0.000000,3.873416,3.598597,0.274736,0.024708,0.015167,0.623500,629,8045444,106004,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
115,114,327,1,3183085620,-5.675250,0.019209,614,0,-23.820361,-23.545625,22.367041,22.248857,22.267863,0.000000,0.000166,0.000000,0.000000,0.019042,0.016708,0.891126,646,8117913,80924,0,302,0,302,0,0,0,0,0,0,21608,14400,4680,2528,0
116,115,329,1,3191193720,-0.817917,0.018667,612,1,-2.279695,-1.312166,11.826000,11.716835,5.775168,0.000000,5.948667,4.981013,0.967529,0.018500,0.005375,0.610083,632,8091809,108837,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
117,116,331,1,3199301820,-7.172208,0.018625,619,0,-25.317320,-24.349791,23.037625,22.931234,22.947305,0.000000,0.000208,0.000000,0.000000,0.018500,0.016459,0.895292,645,8107857,97725,0,302,0,302,0,0,0,0,0,0,20830,14400,3510,2920,0
118,117,333,1,3207409920,0.001791,0.018416,622,1,-1.459987,-1.287500,9.509334,9.388535,5.830042,0.000000,3.564416,3.391763,0.172487,0.018250,0.005666,0.609709,649,8101613,102164,0,2,0,2,0,0,0,0,0,0,8232,0,4680,3552,0
119,118,335,1,3215518020,-5.938042,0.036125,618,0,-24.083153,-23.910666,22.623166,22.541367,22.545459,0.000000,0.000292,0.000000,0.000000,0.035917,0.022792,0.590958,643,8133483,97694,0,302,0,302,0,0,0,0,0,0,21372,14400,3510,3462,0
120,119,337,1,3223626120,-0.567500,0.026458,608,1,-2.029278,-1.238667,11.312792,11.176613,5.762464,0.000000,5.420667,4.629847,0.790611,0.026292,0.006666,0.290417,628,8076364,104851,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
121,120,339,1,3231734220,-6.795959,0.020208,614,0,-24.941070,-24.150459,22.911792,22.798076,22.812803,0.000000,0.000167,0.000000,0.000000,0.020083,0.016167,1.504334,646,8117920,101508,0,302,0,302,0,0,0,0,0,0,21608,14400,4680,2528,0
122,121,341,1,3239842320,-0.194834,0.022292,613,1,-1.656612,-1.229917,10.082208,9.971325,5.648029,0.000000,4.329668,3.902555,0.426695,0.022125,0.006125,0.000000,633,8091800,104567,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
123,122,343,1,3247950420,-5.964625,0.021792,611,0,-24.109737,-23.683042,22.453125,22.299711,22.311536,0.000000,0.000334,0.000000,0.000000,0.021583,0.008542,1.138583,635,8087332,112891,0,302,0,302,0,0,0,0,0,0,21344,14400,4536,2408,0
124,123,345,1,3256058520,-0.665917,0.039333,615,1,-2.127695,-1.324958,11.384625,11.348797,5.895958,0.000000,5.458209,4.655347,0.802737,0.039083,0.010000,0.291291,641,8137852,105640,0,2,0,2,0,0,0,0,0,0,5670,0,3654,2016,0
125,124,347,1,3264166620,-7.811542,0.046292,613,0,-25.956653,-25.153916,23.828958,23.710585,23.710355,0.000000,0.000584,0.000000,0.000000,0.046042,0.022417,1.105709,637,8120596,114774,0,302,0,302,0,0,0,0,0,0,19806,14400,3510,1896,0
126,125,349,1,3272274720,0.067958,0.068083,612,2,-0.790042,-0.789917,8.803834,8.703580,6.387043,0.000000,2.529500,2.528972,0.000320,0.041500,0.037208,0.610666,638,8089188,96989,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
127,126,351,1,3280382820,-6.882459,0.047166,617,0,-24.423792,-24.423667,23.633750,23.497254,23.479946,0.000000,0.000375,0.000000,0.000000,0.046916,0.027250,1.296583,643,8118033,111987,0,302,0,302,0,0,0,0,0,0,21361,14400,3510,3451,0
128,127,353,1,3288490920,-0.140251,0.035708,616,1,-1.602029,-1.314125,9.941125,9.821204,5.974035,0.000000,3.850709,3.562055,0.287904,0.035500,0.021541,0.610416,636,8091745,100945,0,2,0,2,0,0,0,0,0,0,6959,0,3510,3449,0
129,128,355,1,3296599020,-7.113125,0.046375,619,0,-25.258237,-24.970333,23.656208,23.533383,23.489002,0.000000,0.000416,0.000000,0.000000,0.046208,0.013334,1.227083,649,8102466,104209,0,302,0,302,0,0,0,0,0,0,23154,14400,4680,4074,0
130,129,357,1,3304707120,0.049541,0.049666,613,2,-0.808459,-0.800625,9.520667,9.404756,6.629734,0.000000,2.995126,2.985888,0.008029,0.040625,0.021958,0.288042,634,8122715,103671,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
131,130,359,1,3312815220,-7.144584,0.054542,623,0,-24.685917,-24.678083,23.877458,23.781534,23.745912,0.000000,0.000583,0.000000,0.000000,0.054333,0.039167,1.271125,648,8125625,109986,0,302,0,302,0,0,0,0,0,0,22917,14400,3510,5007,0
132,131,361,1,3320923320,0.048500,0.048583,613,2,-0.809500,-0.809375,9.490250,9.341469,6.233267,0.000000,3.319625,3.318847,0.000320,0.035917,0.024541,0.611208,639,8084027,91727,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
133,132,363,1,3329031420,-6.352084,0.059333,622,0,-23.893417,-23.893292,23.083917,22.982959,22.995709,0.000000,0.000418,0.000000,0.000000,0.059166,0.018125,1.246125,648,8109447,107063,0,302,0,302,0,0,0,0,0,0,22982,14400,3510,5072,0
134,133,365,1,3337139520,-0.328751,0.068416,613,1,-1.790529,-1.447959,10.660000,10.502081,6.323391,0.000000,4.067958,3.724846,0.342570,0.068166,0.016625,0.312541,633,8101122,96824,0,3,0,3,0,0,0,0,0,0,5406,0,3510,1896,0
135,134,367,1,3345247620,-7.043500,0.042875,620,0,-25.188612,-24.846042,23.398083,23.306252,23.275790,0.000000,0.000251,0.000000,0.000000,0.042583,0.030334,0.981000,651,8093110,99327,0,302,0,302,0,0,0,0,0,0,24644,14400,4680,5564,0
136,135,369,1,3353355720,0.045166,0.045291,617,2,-0.812834,-0.812750,9.594667,9.463707,6.289420,0.000000,3.555792,3.555263,0.000404,0.032833,0.027875,0.294375,638,8100250,94259,0,2,0,2,0,0,0,0,0,0,7018,0,3510,3508,0
137,136,371,1,3361463820,-6.322126,0.036750,617,0,-23.863459,-23.863375,23.050625,22.902532,22.900748,0.000000,0.000291,0.000000,0.000000,0.036541,0.011542,1.090417,642,8093365,102642,0,302,0,302,0,0,0,0,0,0,21397,14400,3510,3487,0
138,137,373,1,3369571920,-0.624917,0.035375,617,1,-2.086695,-1.464250,10.986125,10.862494,5.952161,0.000000,4.901916,4.278555,0.622445,0.035208,0.015708,0.943791,643,8101684,88045,0,2,0,2,0,0,0,0,0,0,8801,0,4680,4121,0
139,138,375,1,3377680020,-5.698250,0.085875,622,0,-23.843361,-23.220916,21.756666,21.722345,21.698099,0.000000,0.000292,0.000000,0.000000,0.085709,0.019083,1.253041,648,8148917,107103,0,302,0,302,0,0,0,0,0,0,21423,14400,3510,3513,0
140,139,377,1,3385788120,-0.748042,0.039292,611,1,-2.209820,-1.363000,11.733125,11.553883,5.965334,0.000000,5.581709,4.734555,0.846820,0.039167,0.017750,0.613167,631,8044763,91295,0,2,0,2,0,0,0,0,0,0,6969,0,3510,3459,0
141,140,379,1,3393896220,-5.471667,0.043083,615,0,-23.616779,-22.769959,21.406959,21.340665,21.309644,0.000000,0.000334,0.000000,0.000000,0.042833,0.013542,1.064124,645,8133276,99314,0,301,0,301,0,0,0,0,0,0,23197,14400,4680,4117,0
142,141,381,1,3402004320,-0.862500,0.034625,616,1,-2.324278,-1.335541,12.074166,11.954725,5.939568,0.000000,6.015084,5.025763,0.988737,0.034459,0.015500,0.611542,637,8076351,86728,0,3,0,3,0,0,0,0,0,0,5406,0,3510,1896,0
143,142,383,1,3410112420,-5.291501,0.036791,611,0,-23.436612,-22.447875,21.112334,20.996974,20.983822,0.000000,0.000458,0.000000,0.000000,0.036583,0.015708,1.201625,636,8102538,99275,0,302,0,302,0,0,0,0,0,0,21429,14400,3510,3519,0
144,143,385,1,3418220520,-1.154875,0.030667,616,1,-2.616653,-1.398500,12.546708,12.405191,5.726329,0.000000,6.670042,5.451639,1.218153,0.030500,0.013583,0.610292,643,8107146,80012,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
145,144,387,1,3426328620,-5.047459,0.043875,615,0,-23.192570,-21.974417,20.575917,20.453447,20.448012,0.000000,0.000334,0.000000,0.000000,0.043708,0.011500,1.082416,638,8103408,96622,0,302,0,302,0,0,0,0,0,0,21432,14400,3510,3522,0
146,145,389,1,3434436720,0.028749,0.032208,612,3,-0.829251,-0.829209,11.607125,11.489244,5.979255,0.000000,5.595166,5.573373,0.021793,0.032041,0.007334,0.610291,631,8091022,84030,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
147,146,391,1,3442544820,-5.340083,0.045375,630,0,-22.881417,-22.881375,22.052166,22.028232,22.043555,0.000000,0.000625,0.000000,0.000000,0.045167,0.050417,1.069958,662,8256718,88335,0,303,0,303,0,0,0,0,0,0,23231,14400,4680,4151,0
148,147,393,1,3450652920,-1.266667,0.028333,601,1,-2.728445,-1.520542,12.609917,12.477636,5.781326,0.000000,6.667708,5.459680,1.207903,0.028125,0.013250,0.608500,621,7968441,81020,0,1,0,1,0,0,0,0,0,0,5406,0,3510,1896,0
149,148,395,1,3458761020,-6.917167,0.039334,625,0,-25.062278,-23.854375,22.333833,22.214406,22.190818,0.000000,0.000334,0.000000,0.000000,0.039167,0.013125,0.908750,650,8210684,91056,0,303,0,303,0,0,0,0,0,0,21425,14400,3510,3515,0
150,149,397,1,3466869120,-0.414500,0.026375,603,1,-1.876278,-1.436542,10.180667,10.004546,5.644658,0.000000,4.368375,3.928472,0.439736,0.026250,0.010833,0.304125,630,7983504,75216,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
151,150,399,1,3474977220,-5.948500,0.036709,628,0,-24.093611,-23.653875,22.217333,22.182694,22.186566,0.000000,0.000417,0.000000,0.000000,0.036459,0.021916,0.998334,653,8256998,89854,0,302,0,302,0,0,0,0,0,0,21405,14400,3510,3495,0
152,151,401,1,3483085320,-0.971959,0.030958,602,1,-2.433737,-1.513833,11.706792,11.601253,5.764204,0.000000,5.802168,4.882138,0.919904,0.030750,0.050208,0.307250,622,7968269,78554,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
153,152,403,1,3491193420,-6.402167,0.039166,623,0,-24.547279,-23.627375,22.113542,21.983166,21.969639,0.000000,0.000418,0.000000,0.000000,0.039000,0.011416,1.250875,655,8210630,83758,0,302,0,302,0,0,0,0,0,0,23229,14400,4680,4149,0
154,153,405,1,3499301520,-0.682875,0.022334,603,1,-2.144653,-1.438958,10.964041,10.788900,5.617927,0.000000,5.165833,4.459972,0.705695,0.022209,0.012166,0.653167,623,7983567,77980,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
155,154,407,1,3507409620,-5.738501,0.036541,626,0,-23.883612,-23.177917,21.738959,21.706630,21.708797,0.000000,0.000333,0.000000,0.000000,0.036375,0.016333,1.251916,650,8241633,87233,0,302,0,302,0,0,0,0,0,0,21406,14400,3510,3496,0
156,155,409,1,3515517720,-1.287625,0.035833,602,1,-2.749403,-1.705667,12.232458,12.119811,5.928141,0.000000,6.178958,5.134847,1.043736,0.035625,0.012583,0.608417,629,7983498,71490,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
157,156,411,1,3523625820,-6.945750,0.039167,626,0,-25.090861,-24.047125,22.341458,22.241237,22.223459,0.000000,0.000418,0.000000,0.000000,0.038959,0.021166,1.268958,651,8228338,87586,0,302,0,302,0,0,0,0,0,0,21375,14400,3510,3465,0
158,157,413,1,3531733920,-0.567376,0.029666,602,1,-2.029154,-1.605542,10.304959,10.188806,5.848691,0.000000,4.320166,3.896346,0.423612,0.029458,0.015667,0.611250,622,7981579,74821,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
159,158,415,1,3539842020,-6.059042,0.037791,625,0,-24.204154,-23.780542,22.175000,22.060701,22.042671,0.000000,0.000416,0.000000,0.000000,0.037625,0.011500,1.254166,658,8210575,81443,0,302,0,302,0,0,0,0,0,0,23208,14400,4680,4128,0
160,159,417,1,3547950120,-0.314000,0.028792,604,2,-1.172000,-1.171833,10.938291,10.835496,6.248451,0.000000,4.890750,4.890430,0.000237,0.028667,0.038833,0.610167,624,7999166,73622,0,12,0,12,0,0,0,0,0,0,5406,0,3510,1896,0
161,160,419,1,3556058220,-5.670584,0.037667,632,0,-23.211917,-23.211750,22.039917,21.985362,21.969474,0.000000,0.000374,0.000000,0.000000,0.037292,0.066125,1.239625,657,8303272,85335,0,292,0,292,0,0,0,0,0,0,21323,14400,3510,3413,0
162,161,421,1,3564166320,-1.418708,0.033667,599,1,-2.880486,-1.802333,12.431458,12.263305,6.005051,0.000000,6.273500,5.195222,1.078153,0.033459,0.017083,0.609458,626,7915114,67420,0,12,0,12,0,0,0,0,0,0,7208,0,4680,2528,0
163,162,423,1,3572274420,-6.770084,0.046750,626,0,-24.915195,-23.837042,22.034709,21.938433,21.912063,0.000000,0.000208,0.000000,0.000000,0.046583,0.036292,1.245166,651,8232903,83124,0,292,0,292,0,0,0,0,0,0,21343,14400,3510,3433,0
164,163,425,1,3580382520,-0.634709,0.026625,603,1,-2.096487,-1.599333,10.547958,10.409621,5.864498,0.000000,4.542334,4.044846,0.497154,0.026458,0.015334,0.433708,623,7968306,74370,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
165,164,427,1,3588490620,-6.024292,0.038041,623,0,-24.169404,-23.672250,22.072917,21.967822,21.958661,0.000000,0.000166,0.000000,0.000000,0.037875,0.019375,1.085917,654,8210535,77793,0,302,0,302,0,0,0,0,0,0,23193,14400,4680,4113,0
166,165,429,1,3596598720,-1.096834,0.029375,605,1,-2.558612,-1.657959,11.755875,11.632299,5.875868,0.000000,5.750208,4.849430,0.900653,0.029208,0.008083,0.650250,625,7998863,72036,0,12,0,12,0,0,0,0,0,0,5406,0,3510,1896,0
167,166,431,1,3604706820,-6.789376,0.042708,627,0,-24.934487,-24.033834,22.375875,22.292334,22.188876,0.000000,0.000833,0.000000,0.000000,0.042500,0.017041,0.779042,651,8237356,80892,0,292,0,292,0,0,0,0,0,0,21394,14400,3510,3483,0
168,167,433,1,3612814920,-0.841917,0.044458,603,1,-2.303695,-1.866042,10.735875,10.590420,6.213087,0.000000,4.358375,3.920430,0.437653,0.044291,0.008750,0.308250,629,7972477,63396,0,12,0,12,0,0,0,0,0,0,7127,0,4680,2448,0
169,168,435,1,3620923020,-6.699250,0.043209,629,0,-24.844361,-24.406708,22.540666,22.492211,22.419369,0.000000,0.000416,0.000000,0.000000,0.039709,0.056250,1.109708,654,8272654,81500,0,292,0,292,0,0,0,0,0,0,21387,14400,3510,3477,0
170,169,437,1,3629031120,-0.892376,0.038416,605,1,-2.354154,-1.847959,10.876459,10.710317,6.137946,0.000000,4.563667,4.057305,0.506195,0.038250,0.009833,0.621667,625,7952815,66986,0,12,0,12,0,0,0,0,0,0,5406,0,3510,1896,0
171,170,439,1,3637139220,-6.065792,0.032041,625,0,-24.210904,-23.704709,21.856750,21.749350,21.762975,0.000000,0.000167,0.000000,0.000000,0.031916,0.011625,1.251876,657,8195152,77788,0,292,0,292,0,0,0,0,0,0,23200,14400,4680,4120,0
172,171,441,1,3645247320,-1.235834,0.030916,605,1,-2.697612,-1.814084,11.853375,11.729614,6.034450,0.000000,5.701209,4.817513,0.883528,0.030750,0.008041,0.627875,625,7998996,65873,0,12,0,12,0,0,0,0,0,0,5406,0,3510,1896,0
173,172,443,1,3653355420,-6.403501,0.038875,620,0,-24.548612,-23.665084,21.851000,21.708992,21.721518,0.000000,0.000375,0.000000,0.000000,0.038666,0.013375,0.922499,645,8148996,77540,0,292,0,292,0,0,0,0,0,0,22978,14400,4536,4042,0
174,173,445,1,3661463520,-1.011042,0.029083,610,1,-2.472820,-1.839625,11.290875,11.200274,6.245696,0.000000,4.944459,4.310430,0.633195,0.028875,0.017166,0.449750,636,8060643,66193,0,12,0,12,0,0,0,0,0,0,5610,0,3654,1956,0
175,174,447,1,3669571620,-6.292667,0.036333,624,0,-24.437778,-23.804583,21.964958,21.888017,21.895033,0.000000,0.000250,0.000000,0.000000,0.036167,0.022333,1.108083,649,8241836,76537,0,292,0,292,0,0,0,0,0,0,21412,14400,3510,3502,0
176,175,449,1,3677679720,-1.117334,0.024042,602,1,-2.579112,-1.788500,11.508000,11.345490,5.935045,0.000000,5.419293,4.628555,0.790612,0.023917,0.014375,0.658125,622,7968132,63187,0,12,0,12,0,0,0,0,0,0,6942,0,4534,2408,0
177,176,451,1,3685787820,-5.816792,0.031375,624,0,-23.961904,-23.171292,21.382792,21.312730,21.307705,0.000000,0.000249,0.000000,0.000000,0.031125,0.010666,1.064667,656,8210645,74663,0,292,0,292,0,0,0,0,0,0,21627,14400,3656,3571,0
178,177,453,1,3693895920,-1.383417,0.025875,603,1,-2.845195,-1.827958,12.249958,12.117453,6.021043,0.000000,6.100124,5.082763,1.017237,0.025708,0.009459,0.611291,623,7999008,61984,0,12,0,12,0,0,0,0,0,0,5406,0,3510,1896,0
179,178,455,1,3702004020,-6.345334,0.036417,626,0,-24.490445,-23.473208,21.645250,21.568046,21.579112,0.000000,0.000168,0.000000,0.000000,0.036250,0.044500,1.085042,657,8210838,73061,0,292,0,292,0,0,0,0,0,0,23131,14400,4680,4051,0
180,179,457,1,3710112120,-1.057333,0.024709,603,1,-2.519111,-1.815666,11.395333,11.259468,6.056920,0.000000,5.149000,4.445430,0.703445,0.024542,0.014292,0.400459,623,7999004,60952,0,12,0,12,0,0,0,0,0,0,5406,0,3510,1896,0
181,180,459,1,3718220220,-6.081584,0.044583,629,0,-24.226695,-23.523250,21.707584,21.633230,21.647624,0.000000,0.002041,0.000000,0.000000,0.044375,0.025125,0.790833,653,8257159,72080,0,292,0,292,0,0,0,0,0,0,21415,14400,3510,3505,0
182,181,461,1,3726328320,-1.479792,0.046875,602,1,-2.941570,-2.086000,12.081541,11.940760,6.313575,0.000000,5.609375,4.753680,0.855570,0.046709,0.009291,0.302334,629,7967985,59321,0,12,0,12,0,0,0,0,0,0,7208,0,4680,2528,0
183,182,463,1,3734436420,-6.246125,0.041083,631,0,-24.391237,-23.535667,21.449667,21.371744,21.384126,0.000000,0.000291,0.000000,0.000000,0.040875,0.049167,0.904125,656,8303328,71902,0,292,0,292,0,0,0,0,0,0,21413,14400,3510,3503,0
184,183,465,1,3742544520,-1.226709,0.026000,595,1,-2.688487,-1.893000,11.663917,11.506849,6.067374,0.000000,5.428584,4.632972,0.795487,0.025833,0.009708,0.753375,614,7891144,57712,0,12,0,12,0,0,0,0,0,0,5406,0,3510,1896,0
185,184,467,1,3750652620,-6.402667,0.031834,626,0,-24.547778,-23.752291,21.859291,21.767517,21.765426,0.000000,0.000209,0.000000,0.000000,0.031667,0.011417,1.110917,656,8226105,70449,0,292,0,292,0,0,0,0,0,0,23220,14400,4680,4140,0
186,185,469,1,3758760720,-1.163167,0.034291,602,1,-2.624945,-1.940792,11.443834,11.331214,6.211127,0.000000,5.101500,4.416972,0.684153,0.034125,0.016958,0.485791,622,7989303,56806,0,12,0,12,0,0,0,0,0,0,5406,0,3510,1896,0
187,186,471,1,3766868820,-6.024792,0.031500,623,0,-24.169903,-23.485750,21.544958,21.444244,21.423081,0.000000,0.000167,0.000000,0.000000,0.031333,0.011209,1.095583,648,8198764,67680,0,292,0,292,0,0,0,0,0,0,21405,14400,3510,3495,0
188,187,473,1,3774976920,-1.382667,0.027042,608,1,-2.844445,-1.945666,12.041208,11.926386,6.200958,0.000000,5.732042,4.833055,0.898779,0.026834,0.019625,0.681541,634,8020492,55669,0,12,0,12,0,0,0,0,0,0,7208,0,4680,2528,0
189,188,475,1,3783085020,-6.047875,0.035250,627,0,-24.192987,-23.294208,21.348542,21.256278,21.234804,0.000000,0.000209,0.000000,0.000000,0.035083,0.022084,1.106792,652,8241784,65615,0,292,0,292,0,0,0,0,0,0,21414,14400,3510,3504,0
190,189,477,1,3791193120,-0.680250,0.043709,601,2,-1.538250,-1.538125,11.315708,11.204375,7.333260,0.000000,4.713708,4.713263,0.000237,0.043542,0.011667,0.609709,621,7968100,54683,0,12,0,12,0,0,0,0,0,0,5406,0,3510,1896,0
191,190,479,1,3799301220,-5.518084,0.049042,630,0,-23.059417,-23.059292,21.521167,21.415549,21.418591,0.000000,0.000334,0.000000,0.000000,0.048833,0.016209,1.270582,661,8288043,64655,0,292,0,292,0,0,0,0,0,0,23223,14400,4680,4143,0
192,191,481,1,3807409320,-1.666625,0.024750,598,1,-3.128403,-1.960500,12.831875,12.676547,6.116462,0.000000,6.552791,5.384722,1.167903,0.024625,0.007125,0.607875,618,7906018,52608,0,22,0,22,0,0,0,0,0,0,5406,0,3510,1896,0
193,192,483,1,3815517420,-6.930917,0.052500,630,0,-25.076028,-23.908125,21.947625,21.896759,21.850709,0.000000,0.000750,0.000000,0.000000,0.052333,0.030709,0.943625,655,8272991,63631,0,282,0,282,0,0,0,0,0,0,21400,14400,3510,3490,0
194,193,485,1,3823625520,-1.029626,0.094625,602,1,-2.491404,-2.155709,10.782042,10.665022,6.611072,0.000000,4.055625,3.719763,0.335695,0.094250,0.017833,0.303541,629,7967901,51593,0,12,0,22,0,0,0,0,0,0,7208,0,4680,2528,0
195,194,487,1,3831733620,-5.660333,0.046459,627,0,-23.805445,-23.469750,21.314041,21.177881,21.147350,0.000000,0.000249,0.000000,0.000000,0.046375,0.013792,0.735125,652,8226201,62164,0,292,0,282,0,0,0,0,0,0,21361,14400,3510,3451,0
