frame,present_frame,present_count,present_reason,emulated_timestamp,intended_offset_ms,actual_offset_ms,cpu_slices,cpu_throttle_calls,last_throttle_target_offset_ms,last_throttle_end_offset_ms,total_ms,cpu_wall_ms,cpu_thread_ms,cpu_idle_ms,cpu_throttle_sleep_ms,cpu_throttle_requested_ms,cpu_throttle_lateness_ms,video_build_ms,present_ms,audio_mix_ms,static_bursts,static_cycles,static_native_dispatches,static_fallback_steps,static_hook_fallbacks,fallback_mfspr,fallback_mtspr,fallback_cache,fallback_dcbst,fallback_dcbf,fallback_dcbi,fallback_icbi,fallback_other,cache_controls,cache_control_dcbst,cache_control_dcbf,cache_control_dcbi,cache_control_icbi
7782,7781,16040,1,68420858220,-0.079861,0.068334,611,2,-0.937861,-0.932791,16.688375,16.611997,16.520291,0.000000,0.315250,0.300124,0.014876,0.068084,0.015750,0.694542,632,8120321,617731,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7783,7782,16042,1,68428966320,-0.051778,0.050459,613,2,-0.909778,-0.907833,16.655250,16.564652,16.464678,0.000000,0.794666,0.792165,0.002168,0.050250,0.042667,0.629250,640,8091513,611480,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7784,7783,16044,1,68437074420,-0.037653,0.041500,610,2,-0.895653,-0.895500,16.669209,16.486609,16.352488,0.000000,1.001375,1.000833,0.000209,0.041291,0.009375,1.256250,630,8091853,616852,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7785,7784,16046,1,68445182520,-0.081945,0.043708,614,2,-0.939945,-0.939750,16.727625,16.673167,16.560395,0.000000,0.901001,0.900458,0.000293,0.043500,0.020875,0.656250,640,8122845,617513,0,2,0,2,0,0,0,0,0,0,7004,0,4536,2468,0
7786,7785,16048,1,68453290620,-0.046945,0.033500,611,2,-0.904945,-0.904583,16.648333,16.538609,16.351868,0.000000,0.951500,0.950832,0.000418,0.033333,0.008250,0.943125,633,8106928,613258,0,2,0,2,0,0,0,0,0,0,5610,0,3654,1956,0
7787,7786,16050,1,68461398720,-0.192028,0.042041,625,2,-1.050028,-1.035167,16.828417,16.722814,16.638401,0.000000,0.757624,0.742416,0.014958,0.041833,0.010417,0.609958,645,8107212,626005,0,2,0,2,0,0,0,0,0,0,6943,0,3510,3433,0
7788,7787,16052,1,68469506820,-0.147945,0.053375,621,2,-1.005945,-1.005750,16.639250,16.541493,16.411707,0.000000,0.628708,0.625124,0.003334,0.053208,0.012292,0.930500,649,8122277,615418,0,2,0,2,0,0,0,0,0,0,7706,0,4680,3026,0
7789,7788,16054,1,68477614920,-0.153612,0.035291,612,2,-1.011612,-1.011459,16.689000,16.556329,16.482928,0.000000,0.807083,0.801540,0.005293,0.035125,0.018375,0.916333,632,8091809,614131,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7790,7789,16056,1,68485723020,-0.215528,0.036125,612,2,-1.073528,-1.069542,16.745250,16.624539,16.534658,0.000000,0.964791,0.960250,0.004083,0.035958,0.009583,0.607291,631,8107341,617519,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7791,7790,16058,1,68493831120,-0.090195,0.055291,610,2,-0.948195,-0.948000,16.558000,16.378240,16.172819,0.000000,0.718541,0.717582,0.000584,0.055041,0.014042,1.260041,638,8091635,614900,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7792,7791,16060,1,68501939220,-0.228112,0.037750,613,2,-1.086112,-1.080459,16.821250,16.780462,16.613967,0.000000,0.782041,0.776082,0.005751,0.037625,0.009083,0.605917,633,8122689,615521,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7793,7792,16062,1,68510047320,-0.272319,0.036250,613,2,-1.130319,-1.121375,16.727541,16.618159,16.493877,0.000000,0.933084,0.914875,0.018125,0.036042,0.010625,0.929833,633,8107336,617471,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7794,7793,16064,1,68518155420,-0.281111,0.048709,612,2,-1.139111,-1.138916,16.692125,16.578585,16.491214,0.000000,0.664833,0.657207,0.007543,0.048459,0.025458,0.612166,639,8106979,615397,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7795,7794,16066,1,68526263520,-0.381362,0.039750,612,2,-1.239362,-1.239209,16.783584,16.673923,16.630705,0.000000,0.432082,0.431540,0.000334,0.039583,0.009125,0.932708,631,8107326,615007,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7796,7795,16068,1,68534371620,-0.269486,0.038250,611,2,-1.127486,-1.127333,16.571458,16.440175,16.332373,0.000000,0.595960,0.582709,0.013042,0.038083,0.015167,0.590625,631,8107278,617476,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7797,7796,16070,1,68542479720,-0.137570,0.034250,612,2,-0.995570,-0.995417,16.551417,16.384439,16.268308,0.000000,0.880583,0.880166,0.000292,0.034083,0.009042,0.615167,640,8091678,616248,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7798,7797,16072,1,68550587820,-0.330320,0.084667,615,2,-1.188320,-1.188125,16.876083,16.884455,16.715636,0.000000,0.861250,0.860666,0.000376,0.084542,0.022833,0.901709,635,8138126,614778,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7799,7798,16074,1,68558695920,-0.358819,0.039125,610,2,-1.216819,-1.216625,16.711833,16.535880,16.418498,0.000000,0.892833,0.892334,0.000333,0.038959,0.012541,0.454792,630,8091884,616939,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7800,7799,16076,1,68566804020,-0.329278,0.048042,614,2,-1.187278,-1.187125,16.653792,16.560482,16.472606,0.000000,0.859374,0.858874,0.000209,0.047875,0.009625,0.804124,641,8111512,615904,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7801,7800,16078,1,68574912120,-0.398653,0.046084,610,2,-1.256653,-1.256583,16.752708,16.620823,16.516090,0.000000,0.668833,0.658457,0.010126,0.045834,0.013875,0.653542,630,8102833,614390,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7802,7801,16080,1,68583020220,-0.611694,0.081250,614,2,-1.469694,-1.469500,16.896375,16.840486,16.807780,0.000000,0.821833,0.821083,0.000375,0.080834,0.019833,0.604458,634,8122712,618188,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7803,7802,16082,1,68591128320,-0.530361,0.074667,612,2,-1.388361,-1.388166,16.602000,16.427871,16.383871,0.000000,0.436709,0.436166,0.000293,0.074459,0.016541,0.577834,640,8091579,614727,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7804,7803,16084,1,68599236420,-0.457112,0.041875,611,2,-1.315112,-1.315042,16.610084,16.498141,16.508072,0.000000,0.799292,0.799040,0.000168,0.041625,0.025625,0.618458,631,8107425,615534,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7805,7804,16086,1,68607344520,-0.419611,0.033750,611,2,-1.277611,-1.277542,16.645833,16.535212,16.539392,0.000000,0.989875,0.989584,0.000208,0.033542,0.006958,1.212708,631,8106612,617000,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7806,7805,16088,1,68615452620,-0.370986,0.030959,614,2,-1.228986,-1.228791,16.634708,16.518395,16.394255,0.000000,1.152250,1.151874,0.000293,0.030750,0.007959,0.608750,642,8107608,615373,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7807,7806,16090,1,68623560720,-0.333862,0.031458,611,2,-1.191862,-1.191709,16.646209,16.538075,16.031706,0.000000,1.478917,1.478582,0.000251,0.031250,0.006791,1.260292,631,8107273,615921,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7808,7807,16092,1,68631668820,-0.341236,0.024208,613,2,-1.199236,-1.199167,16.690708,16.579418,15.876833,0.000000,1.623957,1.623708,0.000166,0.024083,0.011417,0.625916,633,8107308,616534,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7809,7808,16094,1,68639776920,0.110305,0.110500,615,2,-0.747695,-0.747667,16.231792,16.162866,15.364664,0.000000,1.679334,1.679083,0.000126,0.026833,0.116958,0.896750,643,8137925,611010,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7810,7809,16096,1,68647885020,-0.472403,0.036292,609,2,-1.330403,-1.330333,17.266041,17.109699,16.622705,0.000000,1.429041,1.428832,0.000126,0.036042,0.009000,0.619000,629,8076398,606101,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7811,7810,16098,1,68655993120,-0.413694,0.034917,612,2,-1.271694,-1.271666,16.624625,16.518206,15.900202,0.000000,1.552708,1.552375,0.000125,0.034709,0.007125,1.106334,632,8107373,617549,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7812,7811,16100,1,68664101220,-0.217736,0.029750,613,2,-1.075736,-1.075583,16.487375,16.379205,15.623503,0.000000,1.650959,1.650583,0.000251,0.029584,0.015000,1.224709,640,8107008,618168,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7813,7812,16102,1,68672209320,-0.495945,0.027000,612,2,-1.353945,-1.353875,16.961542,16.850849,16.199301,0.000000,1.557958,1.557707,0.000210,0.026792,0.012375,0.606333,632,8107297,612233,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7814,7813,16104,1,68680317420,-0.474736,0.027375,612,2,-1.332736,-1.332708,16.662125,16.553526,15.911296,0.000000,1.573292,1.573083,0.000125,0.027208,0.006709,1.240625,632,8107462,617490,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7815,7814,16106,1,68688425520,-0.375778,0.021417,613,2,-1.233778,-1.233708,16.584375,16.468598,15.627471,0.000000,1.661543,1.661208,0.000251,0.021292,0.012375,0.651125,640,8106919,614548,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7816,7815,16108,1,68696533620,-0.435237,0.023416,610,2,-1.293237,-1.293042,16.742792,16.644345,15.701082,0.000000,1.782084,1.781541,0.000376,0.023250,0.012208,0.914417,629,8107332,616577,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7817,7816,16110,1,68704641720,-0.435111,0.024208,613,2,-1.293111,-1.293000,16.683208,16.575680,15.690036,0.000000,1.671750,1.671459,0.000208,0.023917,0.010750,0.609125,632,8107342,616834,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7818,7817,16112,1,68712749820,-0.423528,0.023500,612,2,-1.281528,-1.281375,16.671750,16.562528,15.571154,0.000000,1.765834,1.765541,0.000209,0.023375,0.011708,0.912125,639,8107028,614273,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7819,7818,16114,1,68720857920,-0.474695,0.031292,612,2,-1.332695,-1.332625,16.734500,16.632981,15.711986,0.000000,1.659874,1.659623,0.000126,0.031125,0.006125,1.231417,632,8107305,616493,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7820,7819,16116,1,68728966020,-0.477319,0.023042,611,2,-1.335319,-1.335250,16.685958,16.575174,15.677882,0.000000,1.697875,1.697625,0.000166,0.022917,0.011208,0.609166,631,8107276,617092,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7821,7820,16118,1,68737074120,-0.500986,0.019750,612,2,-1.358986,-1.358791,16.707000,16.540822,15.544264,0.000000,1.699500,1.699208,0.000251,0.019584,0.011083,1.224209,639,8091665,612269,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7822,7821,16120,1,68745182220,-0.518028,0.021625,612,2,-1.376028,-1.375916,16.700375,16.602455,15.612582,0.000000,1.751917,1.751540,0.000293,0.021459,0.011041,0.448708,631,8111037,617690,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7823,7822,16122,1,68753290320,-0.510819,0.021875,613,2,-1.368819,-1.368666,16.676125,16.609762,15.555034,0.000000,1.781625,1.781292,0.000250,0.021750,0.012292,0.797917,633,8118966,618507,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7824,7823,16124,1,68761398420,-0.593403,0.024542,612,2,-1.451403,-1.451292,16.765917,16.627816,15.576779,0.000000,1.744626,1.744375,0.000167,0.024375,0.005875,0.607667,639,8099095,612069,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7825,7824,16126,1,68769506520,-0.641070,0.029333,613,2,-1.499070,-1.498958,16.731000,16.652474,15.757579,0.000000,1.636084,1.635707,0.000210,0.029208,0.005834,0.744542,633,8115281,617837,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7826,7825,16128,1,68777614620,-0.605111,0.021583,611,2,-1.463111,-1.462958,16.647375,16.536226,15.709179,0.000000,1.631709,1.631292,0.000292,0.021458,0.010709,0.609209,631,8107346,617521,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7827,7826,16130,1,68785722720,-0.609903,0.023833,613,2,-1.467903,-1.467750,16.688125,16.522415,15.632838,0.000000,1.626041,1.625624,0.000292,0.023625,0.005750,1.066791,640,8091588,612786,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7828,7827,16132,1,68793830820,-0.645528,0.020959,613,2,-1.503528,-1.503416,16.718958,16.668220,15.670174,0.000000,1.767501,1.767124,0.000252,0.020834,0.010958,1.049042,634,8122753,617571,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7829,7828,16134,1,68801938920,-0.658986,0.027250,612,2,-1.516986,-1.516917,16.696792,16.588912,15.713147,0.000000,1.671875,1.671584,0.000166,0.027083,0.006292,0.492500,631,8107309,617470,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7830,7829,16136,1,68810047020,-0.681361,0.024292,612,2,-1.539361,-1.539208,16.705708,16.594819,15.545087,0.000000,1.749625,1.749249,0.000209,0.024125,0.015084,1.094332,639,8107071,612894,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7831,7830,16138,1,68818155120,-0.658195,0.030208,612,2,-1.516195,-1.516083,16.660167,16.554050,15.572755,0.000000,1.729583,1.729332,0.000168,0.030000,0.006500,0.620667,632,8107303,617794,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7832,7831,16140,1,68826263220,-0.778028,0.064791,612,2,-1.636028,-1.636000,16.803167,16.687581,15.795839,0.000000,1.684459,1.684333,0.000084,0.064500,0.016750,0.898875,632,8107275,617136,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7833,7832,16142,1,68834371320,-0.859195,0.040416,612,1,-2.320973,-2.320875,16.764500,16.658516,16.410311,0.000000,1.160125,1.159861,0.000098,0.040208,0.008417,0.610000,638,8107082,611941,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7834,7833,16144,1,68842479420,-0.441445,0.029542,612,2,-1.299445,-1.299333,16.265583,16.162716,15.438417,0.000000,1.554918,1.554541,0.000252,0.029375,0.007083,0.913667,632,8108182,614841,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7835,7834,16146,1,68850587520,-0.753194,0.024292,609,2,-1.611194,-1.611041,16.995083,16.880499,15.737048,0.000000,1.824917,1.824583,0.000250,0.024167,0.005750,0.948625,629,8091031,611521,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7836,7835,16148,1,68858695620,-1.227986,0.078375,614,1,-2.689764,-2.689541,17.158125,17.046328,16.584435,0.000000,1.280917,1.280361,0.000223,0.078084,0.022625,0.297708,641,8122467,613484,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7837,7836,16150,1,68866803720,-1.128987,0.062791,612,1,-2.590765,-2.590667,16.584334,16.475222,16.295997,0.000000,0.557250,0.556735,0.000098,0.062583,0.010333,0.698875,632,8107296,617453,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7838,7837,16152,1,68874911820,-0.572611,0.060042,613,1,-2.034389,-2.034250,16.126958,16.057822,15.956157,0.000000,0.842582,0.842319,0.000139,0.059750,0.020500,0.633375,638,8122716,611021,0,2,0,2,0,0,0,0,0,0,7004,0,4536,2468,0
7839,7838,16154,1,68883019920,-1.060736,0.049709,611,1,-2.522514,-2.519000,17.171458,17.032402,16.890667,0.000000,0.913750,0.909986,0.003514,0.049542,0.014958,0.948375,633,8096982,606267,0,2,0,2,0,0,0,0,0,0,5610,0,3654,1956,0
7840,7839,16156,1,68891128020,-1.128862,0.038125,612,1,-2.590640,-2.590292,16.751459,16.619592,16.455421,0.000000,0.865249,0.864485,0.000348,0.037875,0.032500,0.648542,632,8101989,617304,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7841,7840,16158,1,68899236120,-1.062403,0.049166,613,1,-2.524181,-2.521667,16.616875,16.495168,16.419277,0.000000,0.763042,0.760028,0.002514,0.048958,0.007583,0.946667,640,8107078,615401,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7842,7841,16160,1,68907344220,-1.244820,0.063208,612,1,-2.706598,-2.698917,16.865750,16.766487,16.688300,0.000000,0.624459,0.616611,0.007681,0.063000,0.033500,0.935041,632,8107343,615509,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7843,7842,16162,1,68915452320,-1.160570,0.064625,612,1,-2.622348,-2.622250,16.599083,16.481104,16.355477,0.000000,0.772541,0.772194,0.000098,0.064417,0.010958,0.632709,632,8107246,617171,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7844,7843,16164,1,68923560420,-1.096486,0.042750,613,1,-2.558264,-2.558208,16.619250,16.500947,16.373677,0.000000,0.676374,0.675944,0.000056,0.042583,0.007709,0.917083,640,8107169,616412,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7845,7844,16166,1,68931668520,-1.277820,0.046875,612,1,-2.739598,-2.731959,16.864667,16.747155,16.664249,0.000000,0.879583,0.871527,0.007639,0.046708,0.011250,0.638209,632,8107254,613903,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7846,7845,16168,1,68939776620,-1.226195,0.039042,612,1,-2.687973,-2.687833,16.631708,16.518593,16.433730,0.000000,0.878960,0.878569,0.000140,0.038833,0.043625,0.937916,632,8107263,617537,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7847,7846,16170,1,68947884720,-1.123528,0.047250,613,1,-2.585306,-2.585250,16.580667,16.472554,16.371373,0.000000,0.823959,0.823236,0.000056,0.047083,0.016250,0.654708,640,8107071,615402,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7848,7847,16172,1,68955992820,-1.213361,0.045875,611,1,-2.675139,-2.675083,16.773166,16.661539,16.512627,0.000000,0.961043,0.960569,0.000056,0.045709,0.036083,1.115793,631,8107308,614890,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7849,7848,16174,1,68964100920,-1.271778,0.042292,614,1,-2.733556,-2.731041,16.741750,16.677979,16.551034,0.000000,0.936584,0.933527,0.002515,0.042084,0.052541,1.239500,634,8122765,617922,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7850,7849,16176,1,68972209020,-1.202819,0.047417,610,1,-2.664597,-2.664375,16.614375,16.446847,16.324122,0.000000,0.947999,0.947486,0.000222,0.047250,0.010334,0.482416,637,8091600,614780,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7851,7850,16178,1,68980317120,-1.244736,0.048959,612,1,-2.706514,-2.706416,16.725250,16.610128,16.492151,0.000000,0.704876,0.704486,0.000098,0.048709,0.049291,0.910167,632,8107296,615027,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7852,7851,16180,1,68988425220,-1.319862,0.045083,612,1,-2.781640,-2.781500,16.758459,16.653222,16.535792,0.000000,0.893584,0.893027,0.000140,0.044833,0.044042,0.476083,632,8107332,618168,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7853,7852,16182,1,68996533320,-1.188361,0.041042,613,1,-2.650139,-2.649917,16.551833,16.454898,16.367662,0.000000,0.676166,0.675528,0.000222,0.040792,0.033083,0.754042,640,8107055,614711,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7854,7853,16184,1,69004641420,-1.183570,0.052208,609,1,-2.645348,-2.623417,16.678542,16.548246,16.439584,0.000000,0.707625,0.685486,0.021931,0.052041,0.007500,0.643833,629,8107308,614757,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7855,7854,16186,1,69012749520,-1.135153,0.036625,611,1,-2.596931,-2.596750,16.634916,16.529388,16.250138,0.000000,1.093416,1.093069,0.000181,0.036500,0.015709,0.751833,630,8107315,618670,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7856,7855,16188,1,69020857620,-1.298861,0.076625,613,1,-2.760639,-2.752250,16.847042,16.788006,16.580108,0.000000,0.803708,0.794819,0.008389,0.076250,0.013042,0.754458,640,8122574,615764,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7857,7856,16190,1,69028965720,-1.335236,0.046334,611,1,-2.797014,-2.796958,16.719708,16.548270,16.468355,0.000000,0.639459,0.638986,0.000056,0.046125,0.015750,0.473041,631,8091814,613281,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7858,7857,16192,1,69037073820,-1.362028,0.273209,616,1,-2.823806,-2.823750,16.710125,16.809085,16.656213,0.000000,0.749916,0.749235,0.000056,0.273000,0.014667,0.656000,636,8169035,619622,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7859,7858,16194,1,69045181920,-1.291986,0.049583,609,1,-2.753764,-2.753583,16.613292,16.282472,16.070160,0.000000,0.677125,0.676319,0.000181,0.049375,0.013333,0.478250,635,8045299,613452,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7860,7859,16196,1,69053290020,-1.324611,0.055667,613,1,-2.786389,-2.782000,16.715958,16.626091,16.426172,0.000000,0.614916,0.610194,0.004389,0.055459,0.013416,1.111875,632,8111852,614740,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7861,7860,16198,1,69061398120,-1.490445,0.053333,611,1,-2.952223,-2.943625,16.849167,16.709120,16.581347,0.000000,0.738917,0.729902,0.008598,0.053083,0.018000,0.681500,631,8102749,617296,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7862,7861,16200,1,69069506220,-1.429069,0.055709,614,1,-2.890847,-2.890583,16.621958,16.514917,16.412577,0.000000,0.833374,0.829944,0.000264,0.055542,0.016792,0.929291,641,8107079,615733,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7863,7862,16202,1,69077614320,-1.372861,0.046125,612,1,-2.834639,-2.834500,16.627125,16.486694,16.440315,0.000000,0.601999,0.601486,0.000139,0.045917,0.008125,0.634541,632,8109582,614603,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7864,7863,16204,1,69085722420,-1.534070,0.045125,610,1,-2.995848,-2.995625,16.844542,16.750129,16.595293,0.000000,1.048000,1.047402,0.000223,0.045000,0.019667,0.769250,630,8105057,617286,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7865,7864,16206,1,69093830520,-1.251153,0.039791,613,1,-2.712931,-2.712750,16.400417,16.293698,16.180471,0.000000,0.778834,0.778486,0.000181,0.039625,0.008416,1.245792,640,8107033,617033,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7866,7865,16208,1,69101938620,-1.364445,0.041291,613,1,-2.826223,-2.826084,16.796625,16.679604,16.589244,0.000000,0.899167,0.898611,0.000139,0.041166,0.006375,0.467541,633,8107311,613334,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7867,7866,16210,1,69110046720,-0.921862,0.039125,610,1,-2.383640,-2.383417,16.240750,16.129696,16.050137,0.000000,0.905917,0.905402,0.000223,0.038916,0.008167,0.916501,630,8107297,612571,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7868,7867,16212,1,69118154820,-1.486569,0.066792,614,1,-2.948347,-2.948125,17.248041,17.150524,16.984130,0.000000,0.916042,0.915403,0.000222,0.066459,0.014458,0.528166,642,8113730,607434,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7869,7868,16214,1,69126262920,-1.566278,0.053042,611,1,-3.028056,-3.027833,16.763042,16.631166,16.492087,0.000000,0.759751,0.759194,0.000223,0.052917,0.018208,0.770374,631,8100600,614348,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7870,7869,16216,1,69134371020,-1.522695,0.067667,611,1,-2.984473,-2.984250,16.639750,16.528448,16.310583,0.000000,0.458667,0.458069,0.000223,0.067375,0.020542,0.331375,631,8107314,617529,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7871,7870,16218,1,69142479120,-1.516944,0.038500,613,1,-2.978722,-2.978458,16.677583,16.570133,16.468797,0.000000,0.924249,0.923694,0.000264,0.038334,0.014666,0.942957,640,8107163,615557,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7872,7871,16220,1,69150587220,-1.566903,0.056208,612,1,-3.028681,-3.026042,16.733292,16.621636,16.481058,0.000000,0.717001,0.713986,0.002639,0.056125,0.024375,1.010167,632,8107221,614833,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7873,7872,16222,1,69158695320,-1.434987,0.048250,610,1,-2.896765,-2.896584,16.551417,16.429499,16.271160,0.000000,0.805834,0.805277,0.000181,0.048000,0.015291,0.632959,630,8107277,617453,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7874,7873,16224,1,69166803420,-1.428486,0.060417,614,1,-2.890264,-2.890125,16.676833,16.568756,16.436376,0.000000,0.820958,0.820569,0.000139,0.060125,0.010792,0.596375,642,8107050,615506,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7875,7874,16226,1,69174911520,-1.355320,0.039750,613,1,-2.817098,-2.816959,16.610167,16.489420,16.350036,0.000000,0.927000,0.926652,0.000139,0.039541,0.008500,0.643500,633,8107347,614869,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7876,7875,16228,1,69183019620,-1.542237,0.052416,611,1,-3.004015,-3.003709,16.870250,16.759714,16.539987,0.000000,1.062209,1.061444,0.000306,0.052166,0.010292,0.910167,631,8107239,617420,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7877,7876,16230,1,69191127720,-1.364819,0.038500,613,1,-2.826597,-2.826416,16.505916,16.394210,16.236969,0.000000,0.772542,0.772028,0.000181,0.038292,0.007708,0.445542,641,8107078,615412,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7878,7877,16232,1,69199235820,-1.502695,0.057458,611,1,-2.964473,-2.964334,16.821209,16.703206,16.599132,0.000000,0.963124,0.962694,0.000139,0.057250,0.014666,0.747417,631,8107274,614892,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7879,7878,16234,1,69207343920,-1.400653,0.045917,612,1,-2.862431,-2.862083,16.581291,16.464086,16.344037,0.000000,1.019417,1.018694,0.000348,0.045667,0.016500,0.898916,631,8107285,617465,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7880,7879,16236,1,69215452020,-1.414194,0.059417,613,1,-2.875972,-2.875833,16.696875,16.591320,16.504188,0.000000,0.973876,0.973278,0.000139,0.059167,0.020000,0.657209,641,8107044,615159,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7881,7880,16238,1,69223560120,-1.401736,0.049417,612,1,-2.863514,-2.863416,16.670875,16.549308,16.461782,0.000000,0.733334,0.732902,0.000098,0.049209,0.009333,1.243251,631,8107304,614120,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7882,7881,16240,1,69231668220,-1.378528,0.055750,612,1,-2.840306,-2.829625,16.660125,16.555328,16.306751,0.000000,1.071291,1.060360,0.010681,0.055584,0.033500,0.606334,632,8107299,617525,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
