frame,total_ms,cpu_wall_ms,cpu_idle_ms,cpu_throttle_sleep_ms,cpu_throttle_requested_ms,cpu_throttle_lateness_ms,video_build_ms,present_ms,audio_mix_ms,static_bursts,static_cycles,static_native_dispatches,static_fallback_steps,static_hook_fallbacks
11601,16.765708,16.729955,0.000000,6.484750,6.477375,0.007375,0.053750,0.040083,0.958250,634,8080151,133712,0,5408
11602,16.642792,16.555073,0.000000,6.477542,6.473875,0.003667,0.049041,0.013792,0.291500,631,8064810,131411,0,5408
11603,16.634791,16.705176,0.000000,6.426959,6.426583,0.000376,0.055542,0.027167,0.932041,641,8086421,135804,0,7210
11604,16.654875,16.581666,0.000000,6.301207,6.300415,0.000792,0.055250,0.018334,0.619167,629,8064871,135372,0,5408
11605,16.455459,16.473089,0.000000,6.254917,6.254417,0.000500,0.043000,0.017333,0.938250,642,8155649,140384,0,5730
11606,16.995250,16.952364,0.000000,5.773501,5.773014,0.000278,0.051250,0.013875,0.940833,632,7993824,143612,0,7210
11607,16.425458,16.467502,0.000000,6.148666,6.127957,0.020709,0.076625,0.038208,0.627208,638,8110365,138246,0,5537
11608,16.957875,16.901786,0.000000,5.978624,5.978125,0.000499,0.057500,0.013750,1.175041,632,8064779,141095,0,5408
11609,16.636000,16.623458,0.000000,6.207750,6.206083,0.001667,0.046625,0.013083,0.289875,636,8055569,136736,0,7210
11610,16.492333,16.465400,0.000000,6.219125,6.218625,0.000500,0.083709,0.017041,0.647916,634,8079536,137066,0,5536
11611,17.021584,16.976868,0.000000,4.883999,4.883014,0.000194,0.096208,0.025917,0.291250,631,8064779,140820,0,5408
11612,16.634583,16.668792,0.000000,5.556458,5.534555,0.021403,0.083667,0.015833,0.597333,642,8117355,135413,0,7210
11613,16.761250,16.719540,0.000000,5.668458,5.663638,0.004612,0.083833,0.021834,0.902166,631,8064768,137291,0,5408
11614,16.706625,16.723884,0.000000,5.522792,5.521056,0.001069,0.096958,0.073542,0.299292,631,8064803,136362,0,5408
11615,16.993292,16.996074,0.000000,5.505250,5.492930,0.011820,0.177666,0.022334,0.587709,642,8101971,135497,0,7210
11616,16.380708,16.391615,0.000000,5.566168,5.565222,0.000195,0.211250,0.026208,0.297042,631,8080196,129341,0,5408
11617,16.757625,16.918089,0.000000,6.038334,6.037625,0.000417,0.250500,0.059458,0.625458,633,8080164,129843,0,5408
11618,16.616625,16.377031,0.000000,5.814292,5.813249,0.000751,0.079333,0.021000,0.298042,640,8055682,127100,0,7210
11619,16.579375,16.564419,0.000000,5.779458,5.778888,0.000195,0.070000,0.038792,0.592875,630,8064694,129978,0,5408
