frame,total_ms,cpu_wall_ms,cpu_idle_ms,cpu_throttle_sleep_ms,cpu_throttle_requested_ms,cpu_throttle_lateness_ms,video_build_ms,present_ms,audio_mix_ms,static_bursts,static_cycles,static_native_dispatches,static_fallback_steps,static_hook_fallbacks
12259,16.695500,16.672170,0.000000,5.290499,5.259136,0.031280,0.051541,0.020459,0.608041,631,8049102,153086,0,5408
12260,16.582958,16.586627,0.000000,5.047249,5.046138,0.001070,0.063417,0.017250,0.747043,634,8095632,160358,0,5408
12261,16.621750,16.601224,0.000000,4.762625,4.760512,0.001863,0.060083,0.031209,0.602958,641,8086456,158069,0,7210
12262,16.749292,16.758115,0.000000,5.537542,5.433470,0.103738,0.053333,0.026375,0.649333,634,8095673,152474,0,5408
12263,16.751541,16.713785,0.000000,5.015626,4.989305,0.026196,0.054792,0.018542,0.837000,629,8049333,161890,0,5408
12264,16.714750,16.730427,0.000000,4.679958,4.664512,0.015196,0.066500,0.025542,0.610958,644,8101874,161928,0,7210
12265,16.679500,16.646541,0.000000,5.137457,5.129261,0.007946,0.056667,0.021375,0.988083,632,8070815,150461,0,5408
12266,16.454084,16.428879,0.000000,5.097459,5.073680,0.023737,0.046458,0.009708,0.656333,635,8088560,160189,0,5623
12267,16.861791,16.848574,0.000000,4.612333,4.611971,0.000154,0.053875,0.061834,1.163750,642,8070908,169401,0,7210
12268,16.659375,16.614960,0.000000,5.456624,5.396636,0.059905,0.043334,0.013333,0.609542,631,8064807,153364,0,5408
12269,16.614584,16.600529,0.000000,5.116791,5.116346,0.000195,0.042750,0.016833,1.168708,631,8064771,157340,0,5408
12270,16.605041,16.598708,0.000000,4.879709,4.870096,0.009238,0.060000,0.016125,0.907541,647,8131934,167198,0,7362
12271,16.897709,16.879250,0.000000,4.689126,4.682970,0.005947,0.053625,0.024083,0.623833,630,8033893,160900,0,5408
12272,16.638583,16.647701,0.000000,4.772751,4.772388,0.000279,0.057708,0.011959,0.925417,630,8080174,162396,0,5408
12273,17.148583,17.170579,0.000000,5.025335,5.024805,0.000154,0.088375,0.022584,0.447750,642,8086460,153205,0,7210
