present_frame,emulated_frame,previous_pc,pc
3396,49891,80338db0,8033d4f0
3396,49891,8035fc24,8036ca88
3396,49892,80345f00,80345738
3396,49892,8036df0c,8036e540
3396,49892,8035c1d0,80369c8c
3396,49892,800489ec,80054db4
3396,49892,80361038,8036113c
3397,49892,8033eaf0,80360760
3397,49892,8033e7fc,80360738
3397,49892,800bf058,8035d564
3397,49892,8035fa58,8033f410
3397,49892,800bef90,8035fb6c
3397,49892,8037259c,8035bee4
3397,49892,8039f290,8033d6a0
3397,49892,8033f7d8,8036cb1c
3397,49892,80360324,80363540
3397,49892,803835d8,80360694
3397,49892,8036a474,8033aae4
3397,49892,8033ee60,8036067c
3397,49892,80341528,80371c08
3397,49892,8033b720,8033da7c
3397,49892,8035fc24,8036ca70
3397,49892,8035d7d8,80361c60
3397,49892,803408d4,8036c880
3397,49892,80324a70,803783f0
3397,49892,8035ed58,8033d6a0
3397,49892,803789f8,80378a6c
3397,49892,803408d4,8036c8d8
3397,49892,8038f098,803213f0
3397,49892,8036c9f8,8035fc24
3397,49892,80361b90,8035fb6c
3397,49893,8036127c,8035c1d0
3397,49893,8035c9ac,8035cab4
3397,49893,80369818,8036df0c
3397,49893,801c92b4,800432ac
3397,49893,80369818,8035c9ac
3398,49893,8033af78,8033aff0
3398,49893,8036c880,80378698
3398,49893,803783fc,80324a70
3398,49893,8036c880,80378698
3398,49893,8036c6f0,8037c4ec
3398,49893,8033d080,80003100
3398,49893,8039e3d8,803a1b98
3398,49893,80378a2c,8036c6f0
3398,49893,803606bc,8033e73c
3398,49893,8035fb6c,80361bd0
3398,49893,80361b70,80360624
3398,49893,80360704,8033e638
3398,49893,8033b740,8033f7d8
3398,49893,8035d238,8033fc1c
3398,49893,8035bee4,8037257c
3398,49893,8000b270,801cc2d4
3398,49893,8036c894,803408d4
3398,49893,8033fb64,8036c8e4
3398,49893,80360704,8033e638
3398,49893,8033fba0,8036c91c
3398,49893,80377b6c,8036c904
3398,49893,803a1f40,8033e6b8
3398,49893,8038f19c,8038f180
3398,49893,803213f0,8038f0bc
3398,49894,8035c1c8,80361248
3398,49894,80369160,8036df0c
3398,49894,800b2314,800a610c
3398,49894,8000b1cc,803711c4
3399,49894,80361274,8035ccec
3399,49894,80378698,8036c894
3399,49894,8035d548,8035eb08
3399,49894,8035fc4c,8036ca70
3399,49894,80363540,8035f84c
3399,49894,8036c904,8033fba0
3399,49894,8033fba0,8036c364
3399,49894,80341448,80366c3c
3399,49894,8033c7ec,803642d4
3399,49894,8033d6a0,80338db0
3399,49894,8033f7d8,8036cb1c
3399,49894,8035e94c,8035ef5c
3399,49894,8037259c,8035bee4
3399,49894,80361bd0,8035ea9c
3399,49894,80324a70,803782bc
3399,49894,8033d278,8035ed0c
3399,49894,80086828,80030c58
3399,49894,8036c6f0,803408d4
3399,49894,8033ecc0,803606bc
3399,49894,8036c894,803408d4
3399,49894,80383578,80360638
3399,49894,8033eaf0,80360760
3399,49894,8033a7e0,8039d92c
3399,49894,8036071c,8033e7fc
3399,49894,8034a740,80345738
3399,49895,8036e540,80369160
3399,49895,8036e98c,8035c198
3399,49895,8036fe34,801cb334
3399,49895,8037e674,8039a6cc
3400,49895,8002aa2c,8000d2ec
3400,49895,8036c8d8,8033fb64
3400,49895,8036a474,8033aae4
3400,49895,80360738,8033e6b8
3400,49895,8033ecc0,803606bc
3400,49895,8036c91c,803789f8
3400,49895,803213f0,8038f0bc
3400,49895,803408d4,8036c8d8
3400,49895,8003100c,801c4e00
3400,49895,8035f84c,80361c88
3400,49895,8033eaf0,80360760
3400,49895,8035d564,8033af78
3400,49895,80360e7c,8035c578
3400,49895,8035ecc4,8033d33c
3400,49895,801c4d24,801cc2b0
3400,49895,801c4d10,8008639c
3400,49895,8038f0bc,803213f0
3400,49895,8036c880,80378698
3400,49895,8036c6f0,8037c4ec
3400,49895,80361b54,800bf07c
3400,49895,8036c8b0,803408d4
3400,49895,8035ef64,8035ef6c
3400,49895,8039ed30,8033e8bc
3400,49895,8033d6cc,8035ed64
3400,49895,80349494,80349494
3400,49896,80362400,8036e984
3400,49896,803622dc,80361274
3400,49896,800587a4,80050938
3400,49896,8039bf60,80324a70
3400,49896,803642d4,80364ce0
3401,49896,8035d7d8,800bf060
3401,49896,80073ed4,8036c988
3401,49896,8036c6f0,803711c4
3401,49896,8035eb08,8033d080
3401,49896,80383558,80360110
3401,49896,803a1b98,8033ee60
3401,49896,8037259c,8035bee4
3401,49896,80360e7c,8035c4fc
3401,49896,8033ff48,8033b238
3401,49896,8036060c,8033cc2c
3401,49896,8037257c,8035c4d4
3401,49896,80361af8,80383594
3401,49896,80360778,803835e0
3401,49896,8035ed64,80361c58
3401,49896,80360110,80360e50
3401,49896,8037c4ec,8036c8b0
3401,49896,8036c880,80378698
3401,49896,8033d278,8035ed0c
3401,49896,8035f75c,80363550
3401,49896,8036c6b8,803789f8
3401,49896,8038f1ac,8036eb28
3401,49896,8039e390,803a19d4
3401,49896,80360704,8033e638
3401,49897,803213cc,8038eef4
3401,49897,8036e970,803622dc
3401,49897,80369138,8036df0c
3401,49897,8004e8b8,800499c8
3401,49897,8000e344,803677d4
3402,49897,8036d578,803711f4
3402,49897,80338dc0,8033d6cc
3402,49897,800bf058,8035d564
3402,49897,8037c6b4,80003100
3402,49897,800bf060,80361af8
3402,49897,8033b13c,8033ff48
3402,49897,80338dc0,8033d6cc
3402,49897,8035bee4,8037257c
3402,49897,80383574,8033b3ec
3402,49897,80360694,8033ecc0
3402,49897,8033e73c,80360704
3402,49897,803835d8,80360694
3402,49897,8033af78,8033aff0
3402,49897,8033b888,8033f7ec
3402,49897,8035d084,80340d04
3402,49897,80087008,8000efa0
3402,49897,8036c6f0,803408d4
3402,49897,8036067c,8033b248
3402,49897,8033e7fc,80360738
3402,49897,800bef90,8035fb6c
3402,49897,8033af78,8033aff0
3402,49897,8033a5d0,8033a708
3402,49897,8038f0bc,803213f0
3402,49897,8033aae4,8033ab20
3402,49898,8036e9b4,8036cd5c
3402,49898,8006e6f4,8036fe34
3402,49898,80361274,8035ccec
3402,49898,800a0a78,800083c4
3402,49898,80369818,80368d5c
3403,49898,8036d578,803711f4
3403,49898,8036c91c,80073f08
3403,49898,8033e8bc,80383558
3403,49898,8035d238,8033fc1c
3403,49898,8035f82c,80363530
3403,49898,80383578,80360638
3403,49898,8036c8b0,803408d4
3403,49898,803702b4,803725b8
3403,49898,8033af78,8033aff0
3403,49898,803835d8,80360694
3403,49898,8036c314,8035cfb4
3403,49898,8035f82c,80363530
3403,49898,80361cc8,8035c570
3403,49898,803723d8,80372504
3403,49898,8035d238,8035d084
3403,49898,80340c48,803248dc
3403,49898,8036c8d8,8033fb64
3403,49898,8033d6a0,80338db0
3403,49898,8036c6a0,803723f8
3403,49898,8035ed0c,8033d33c
3403,49898,8035ef5c,8035d238
3403,49898,8039ed30,8033e8bc
3403,49898,80361b90,8035fb6c
3403,49898,80349494,80349494
3403,49899,8035c9ac,8035caa8
3403,49899,8036fe34,8000c824
3403,49899,8004dbcc,8005133c
3403,49899,80324a70,8039c5c0
3404,49899,8003fac0,8016a5d4
3404,49899,8035ef5c,8035ef5c
3404,49899,8035f804,803788cc
3404,49899,80360760,8033ea18
3404,49899,8033aa98,8036a460
3404,49899,80383574,8033b3ec
3404,49899,8038f098,803213f0
3404,49899,803789f8,80378a54
3404,49899,8036a4a0,8033a5d0
3404,49899,8035eb08,8033d080
3404,49899,8033f7a8,8033b720
3404,49899,8033cc78,80360498
3404,49899,80361b48,8035d800
3404,49899,8033e7fc,80360738
3404,49899,8037daf0,8000f15c
3404,49899,8035c4d4,80360e7c
3404,49899,8036c648,8035cfb4
3404,49899,80377b6c,8036c904
3404,49899,8036c8e4,80377b6c
3404,49899,8033d278,8035ed0c
3404,49899,8033b3ec,80383578
3404,49899,8037b86c,8036684c
3404,49899,803a02d4,803248dc
3404,49899,8035c4fc,80361b70
3404,49899,80223840,801c9948
3404,49900,80369160,80362400
3404,49900,8036df0c,8036e150
3404,49900,80378408,803248dc
3404,49900,803621ec,8036ea90
3405,49900,8033aff0,8033b13c
3405,49900,803711c4,8036d344
3405,49900,8035f78c,8036396c
3405,49900,8038f098,803213f0
3405,49900,80360324,80363540
3405,49900,8036053c,80363558
3405,49900,8033ee60,803a1f0c
3405,49900,803408d4,8036c8d8
3405,49900,803408d4,8035d508
3405,49900,8035e94c,8035ef5c
3405,49900,8035d238,8033fc1c
3405,49900,8035d238,8033fc1c
3405,49900,80360e7c,8035c4fc
3405,49900,8033e7fc,80360738
3405,49900,8000f094,80087008
3405,49900,80087008,801c4d10
3405,49900,8037c4ec,8036c8b0
3405,49900,8033ff48,8033b238
3405,49900,8033d0bc,8033d278
3405,49900,80378698,8036c894
3405,49900,8036cb1c,8035c544
3405,49900,8033d080,80003100
3405,49900,803213f0,8038f0bc
3405,49900,8033f7a8,8033b720
3405,49901,8036e98c,8035c198
3405,49901,803622dc,8036e900
3405,49901,80268248,80278658
3405,49901,80341178,8000b2cc
3405,49901,80362288,802f295c
3406,49901,803711c4,8036d344
3406,49901,803711f4,8036d3a8
3406,49901,8035d7d8,800bf060
3406,49901,80361cb4,8035ea9c
3406,49901,8033b3ec,80383578
3406,49901,80361b48,8035d800
3406,49901,8000f894,8037e168
3406,49901,801c3688,80364074
3406,49901,80360e7c,8035c4fc
3406,49901,8033a5d0,8033a708
3406,49901,8033ae54,8033f7d8
3406,49901,8035cfb4,8036c314
3406,49901,80370460,8036c2a0
3406,49901,801c4d10,8008639c
3406,49901,80340d04,8035d1d8
3406,49901,8000ef30,8037daf0
3406,49901,8033fba0,8036c91c
3406,49901,80360704,8033e638
3406,49901,8035f75c,80363550
3406,49901,80378698,8036c894
3406,49901,8033e6b8,80360750
3406,49901,8033d4f0,80338dc0
3406,49901,8035c570,80360e7c
3406,49901,803469f8,8034a740
3406,49902,8035c198,80369c8c
3406,49902,8000c824,8037004c
3406,49902,80223870,800d2f24
3406,49902,8039c0a0,8039c308
3406,49902,8038f0bc,8009f1d8
3407,49902,803835e0,80361b48
3407,49902,8035c544,80361cb4
3407,49902,80378420,803248dc
3407,49902,80383578,80360638
3407,49902,8033e73c,80360704
3407,49902,8039f22c,8033d33c
3407,49902,80360e7c,8035c4fc
3407,49902,801cc250,803408a0
3407,49902,8033af78,8033aff0
3407,49902,80372234,803408d4
3407,49902,80361cb4,8035ea9c
3407,49902,80338dc0,8033d6cc
3407,49902,80361b48,8035d800
3407,49902,80087008,8000efa0
3407,49902,80087014,8000f148
3407,49902,8036c8b0,803408d4
3407,49902,8033fba0,8036c91c
3407,49902,80378a34,8036c6f0
3407,49902,8036c880,80378698
3407,49902,8036ca88,80073ed4
3407,49902,8035d1f4,80340d38
3407,49902,8038f098,803a65f8
3407,49902,8033ea84,80360778
3407,49903,8036eaa4,803622dc
3407,49903,8036127c,8035c1d0
3407,49903,8036e8cc,8036cd5c
3407,49903,80049048,8004ad34
3407,49903,8000d778,800108a4
3408,49903,80087008,8000ee8c
3408,49903,803783f0,803248dc
3408,49903,8037259c,8035bee4
3408,49903,80372558,8035bee4
3408,49903,80363558,8035f804
3408,49903,8035fb6c,800befd0
3408,49903,8033d6cc,8039f29c
3408,49903,8033ae54,8033f7d8
3408,49903,8033c95c,80360324
3408,49903,8033e638,8036071c
3408,49903,8035ed64,80361c58
3408,49903,803783fc,80324a70
3408,49903,80338db0,8033d4f0
3408,49903,8035ed64,80361c58
3408,49903,8035d084,80340d04
3408,49903,80087008,8000efa0
3408,49903,80378a24,8036c6f0
3408,49903,803408d4,8036c8d8
3408,49903,8033b720,8033da7c
3408,49903,8033fba0,8036c91c
3408,49903,8036cb1c,8035c544
3408,49903,80368124,80030bfc
3408,49903,8038f0bc,803213f0
3408,49903,8036ca88,8036c988
3408,49904,803622dc,8035cd30
3408,49904,8006e704,8036e8cc
3408,49904,8036df0c,8036e338
3408,49904,800237f0,80389fa0
3408,49904,803626a4,80003100
3409,49904,8036e930,8007085c
3409,49904,8036d8fc,80362258
3409,49904,8036cd5c,8036e970
3409,49904,8036c2a0,8033fbe0
3409,49904,8033f7d8,8033b888
3409,49904,8035f84c,800bf144
3409,49904,80372558,8035bee4
3409,49904,8033fb64,8036c8e4
3409,49904,8036c8d8,8033fb64
3409,49904,803a1b98,8039e9e8
3409,49904,803408d4,8036c880
3409,49904,801c4e98,80030a44
3409,49904,8033eaf0,80360760
3409,49904,8033cc2c,8036053c
3409,49904,8003100c,801c4e00
3409,49904,8033e470,8033d794
3409,49904,8033b888,8033f7ec
3409,49904,8035d1d8,8037826c
3409,49904,8035ef5c,8035d238
3409,49904,8036c8d8,8033fb64
3409,49904,80073f08,8036cab0
3409,49904,8035d238,8033fc1c
3409,49904,8036c904,8033fba0
3409,49904,8033d278,8035ed0c
3409,49904,8036c2a0,8033fbe0
3409,49904,8033a7e0,8039d92c
3409,49904,80372234,803408d4
3409,49904,8035ba28,8035ba28
3409,49905,8035ccec,803622dc
3409,49905,80369160,8036df0c
3409,49905,800a1ce4,8006ac80
3409,49905,80369160,80362400
3410,49905,801c3398,800290e0
3410,49905,8036c6f0,8037c4ec
3410,49905,80378a24,8036c6f0
3410,49905,8035fb6c,800befd0
3410,49905,8033ecc0,803606bc
3410,49905,80378a24,8036c6f0
3410,49905,8035f78c,8036396c
3410,49905,8033a5d0,8033a708
3410,49905,80378a24,8036c6f0
3410,49905,8033e6b8,80360750
3410,49905,8033ea84,80360778
3410,49905,80361b48,8035d800
3410,49905,8036076c,8033ea84
3410,49905,8033e73c,80360704
3410,49905,8036ec84,80372afc
3410,49905,803782e0,8035d1e4
3410,49905,8000f0a4,80087014
3410,49905,80377b6c,8036c904
3410,49905,800c02a0,8009f408
3410,49905,8033ecc0,803606bc
3410,49905,80003100,8033d0bc
3410,49905,8036c6a0,803723f8
3410,49905,8036c2c8,8033fb64
3410,49905,8038f1ac,8036eb28
3410,49905,803835d8,80360694
3410,49906,801c0d00,8036ea74
3410,49906,803622dc,80361274
3410,49906,8035c198,8036e930
3410,49906,800840e4,8004b3ec
3410,49906,8004f2f8,80010e90
3411,49906,801cbffc,8038f00c
3411,49906,8033b3ec,80383578
3411,49906,8035ed64,800bf058
3411,49906,8036c8d8,8033fb64
3411,49906,8035d548,8035eb08
3411,49906,8035cfb4,8036c6a0
3411,49906,8033e7fc,80360738
3411,49906,803408d4,8036c880
3411,49906,80360e44,80360e50
3411,49906,80360694,8033ecc0
3411,49906,80361c58,8035d564
3411,49906,80361bd0,8035ea9c
3411,49906,8035f83c,80363540
3411,49906,8033d2f4,80003100
3411,49906,80372558,8035bee4
3411,49906,80372504,803702b4
3411,49906,8037b86c,8036684c
3411,49906,8036c91c,803789f8
3411,49906,803789f8,80378a3c
3411,49906,8035d7d8,800bf060
3411,49906,8036c894,8037c4ec
3411,49906,80372654,80372234
3411,49906,8039e3d8,803a1b98
3411,49906,8035c4fc,80361b70
3411,49906,80364a38,8037c7c8
3411,49907,80369c8c,8035c1c8
3411,49907,80369160,8036df0c
3411,49907,80029110,80223788
3411,49907,8037842c,8036d55c
3412,49907,8035ca48,80369160
3412,49907,8035fb6c,80361bd0
3412,49907,80378408,803248dc
3412,49907,8036d578,803711f4
3412,49907,8036c8b0,803408d4
3412,49907,8036c6f0,8037c4ec
3412,49907,8036c8d8,8033fb64
3412,49907,8039d8e0,8033a5d0
3412,49907,80378698,8036c894
3412,49907,8035ea9c,80361cc8
3412,49907,803788cc,8035f82c
3412,49907,80360760,8033ea18
3412,49907,803783f0,803248dc
3412,49907,80361b48,8035d800
3412,49907,8035fb6c,80361bd0
3412,49907,80378414,80324a70
3412,49907,803702b4,803725b8
3412,49907,803408d4,8036c880
3412,49907,8036c8d8,8033fb64
3412,49907,803608f0,803835d8
3412,49907,8036c6f0,803408d4
3412,49907,8036c91c,803789f8
3412,49907,8037daf0,8000ef44
3412,49907,8033a5d0,8033a708
3412,49907,80383508,8033e8bc
3412,49907,80345760,803490a0
3412,49908,8035caa8,80369160
3412,49908,803622dc,8035cd30
3412,49908,800587a4,8005112c
3412,49908,803248dc,80378414
3413,49908,803645fc,8009f1ec
3413,49908,8035ea9c,8035f158
3413,49908,80361b48,8035d800
3413,49908,8035bee4,8037257c
3413,49908,8037257c,8035c4d4
3413,49908,8033d080,80003100
3413,49908,8036071c,8033e7fc
3413,49908,8033a7e0,8039d92c
3413,49908,8035bf1c,80074a94
3413,49908,80383574,8033b3ec
3413,49908,8033af78,8033aff0
3413,49908,80360778,803835e0
3413,49908,8033eaf0,80360760
3413,49908,803835d8,80360694
3413,49908,8036a408,8033aedc
3413,49908,803782bc,803248dc
3413,49908,8038f1ac,8036eb28
3413,49908,80377b6c,8036c904
3413,49908,803606bc,8033e73c
3413,49908,80360738,8033e6b8
3413,49908,80363550,8035f76c
3413,49908,8033d278,8035ed0c
3413,49908,8039ed30,803408a0
3413,49908,8038f1ac,8036eb28
3413,49908,8036c2c8,8033fb64
3413,49909,803790a4,8036e98c
3413,49909,8036e930,8006e6f4
3413,49909,8036fe34,8006e704
3413,49909,803711f4,8000b270
3414,49909,8036fe4c,802fb450
3414,49909,8035d564,8033af78
3414,49909,80361b54,800bf07c
3414,49909,80360694,8033ecc0
3414,49909,80341448,80363d2c
3414,49909,8036053c,80363548
3414,49909,8036060c,8033cc2c
3414,49909,803a02d4,8033fbe0
3414,49909,8036cab0,8033f7a8
3414,49909,8033e8bc,80383558
3414,49909,8036c9f8,8035fc24
3414,49909,8036c364,8033f7a8
3414,49909,8033b3ec,803834cc
3414,49909,80361c88,8035c51c
3414,49909,8033b720,8033da7c
3414,49909,80361b48,8035d800
3414,49909,8036c988,80370460
3414,49909,8033fba0,8036c91c
3414,49909,8036c880,80378698
3414,49909,80377b6c,8036c904
3414,49909,803606bc,8033e73c
3414,49909,80363558,8035f804
3414,49909,800c02a0,8009f494
3414,49909,8039d8c8,8033aa98
3414,49909,8035d800,80361b54
3414,49909,803488d0,80345760
3414,49910,8036127c,8035c1d0
3414,49910,8000c824,8037004c
3414,49910,8000c17c,8005af58
3414,49910,80397254,80324a70
3414,49910,8003f278,80038f90
3415,49910,8035fb6c,800befd0
3415,49910,8033fb64,8036c8e4
3415,49910,800bf144,8009f3e8
3415,49910,8033fb64,8036c8e4
3415,49910,8033b720,8033da7c
3415,49910,80360638,803608e0
3415,49910,80338dc0,8033d6cc
3415,49910,8033fb64,8036c8e4
3415,49910,8033aa98,8036a460
3415,49910,8036c2d4,8035cfb4
3415,49910,80361b90,8035fb6c
3415,49910,8036a4a0,8033a5d0
3415,49910,80363540,8035f84c
3415,49910,80372afc,803683d4
3415,49910,8036d55c,803408d4
3415,49910,8033cc2c,8036053c
3415,49910,8036c8b0,803408d4
3415,49910,8036c6f0,8037c4ec
3415,49910,80360704,8033e638
3415,49910,8035f7bc,80363558
3415,49910,8037c4ec,8036c8b0
3415,49910,8036c314,8035cfb4
3415,49910,8038f1dc,802fb1f0
3415,49910,8033aae4,8033ac18
3415,49911,8036e9f4,803790a4
3415,49911,8035c1d0,80369c8c
3415,49911,8036e8cc,8036cd5c
3415,49911,803783fc,80324a70
3415,49911,80010844,8000d8f4
3416,49911,8036590c,80365968
3416,49911,803408d4,8036c880
3416,49911,803789f8,80378a2c
3416,49911,80361cc8,8035c570
3416,49911,8036060c,8033cc2c
3416,49911,8033fba0,8036c91c
3416,49911,8036076c,8033ea84
3416,49911,803672dc,8000f85c
3416,49911,803645fc,8037c684
3416,49911,8033f7d8,8033b888
3416,49911,8036c314,8035cfb4
3416,49911,8033a708,8036a474
3416,49911,8035f83c,80363540
3416,49911,8033b740,8033f7d8
3416,49911,8037daf0,8000f15c
3416,49911,80361b90,8035fb6c
3416,49911,8037b86c,80366a60
3416,49911,8036c894,803408d4
3416,49911,8035eb08,8033d080
3416,49911,8036ca88,80073ed4
3416,49911,8035d238,8033fc1c
3416,49911,80360624,800bef90
3416,49911,8033b248,803a1f14
3416,49911,803a19d4,8039e390
3416,49911,80372afc,8036ec84
3416,49912,80369c8c,8035c1c8
3416,49912,8006e6f4,8036fe34
3416,49912,8006f144,8000b074
3416,49912,8026f35c,800866b8
3417,49912,803622dc,8036e984
3417,49912,8033fb64,8036c8e4
3417,49912,8033fba0,8036c91c
3417,49912,8035c578,8037259c
3417,49912,8033d278,8035ed0c
3417,49912,8036060c,8033cc2c
3417,49912,803725b0,803702b4
3417,49912,8039f22c,8033d33c
3417,49912,8036cb1c,8035c544
3417,49912,8033b13c,8033ff48
3417,49912,8035f82c,80363530
3417,49912,8033ecc0,803606bc
3417,49912,8037257c,8035c4d4
3417,49912,80360704,8033e638
3417,49912,80360638,803608e0
3417,49912,8035eb08,8033d080
3417,49912,803408d4,803723d8
3417,49912,80378698,8036c894
3417,49912,8036c904,8033fba0
3417,49912,8035fa58,8035fa3c
3417,49912,8036c6f0,8037c4ec
3417,49912,8033fc1c,8035d548
3417,49912,80080904,8009f484
3417,49912,8039d92c,8039d9c4
3417,49912,8033d6a0,80338db0
3417,49912,8034e23c,803213f0
3417,49913,80361274,8035ccec
3417,49913,8035c1d0,80369c8c
3417,49913,803711c4,8036d344
3417,49913,8039728c,803248dc
3418,49913,801cbed0,80080e98
3418,49913,80361cc8,8035c570
3418,49913,8033d0bc,8033d278
3418,49913,80377b6c,8036c904
3418,49913,8033ea18,8036076c
3418,49913,8036c8b0,803408d4
3418,49913,8033e8bc,80383558
3418,49913,8037257c,8035c4d4
3418,49913,80360760,8033ea18
3418,49913,803606bc,8033e73c
3418,49913,8035ea9c,8035f158
3418,49913,80361af8,80383594
3418,49913,80372504,803702b4
3418,49913,8033d73c,80338e2c
3418,49913,8035c51c,8036c9f8
3418,49913,8035c544,80361cb4
3418,49913,80378d14,8037c6b4
3418,49913,8036c894,803408d4
3418,49913,8037b86c,80366924
3418,49913,8035d7d8,800bf060
3418,49913,8036c880,80378698
3418,49913,8036071c,8033e7fc
3418,49913,803a19c4,8039e3d8
3418,49913,8038f098,802fc188
3418,49913,803608e0,803835d8
3418,49914,803790a4,8036e98c
3418,49914,8036fe34,8006e704
3418,49914,8004ec98,8004f0cc
3418,49914,803711f4,8036d3a8
3418,49914,8036e9f4,803790a4
3419,49914,8037839c,80324a70
3419,49914,803608e8,803835d8
3419,49914,8035ef5c,8035ef5c
3419,49914,80073f08,8036cab0
3419,49914,80383594,8033b3ec
3419,49914,800bf060,80361af8
3419,49914,8039d8e0,8033a5d0
3419,49914,8036c8b0,803408d4
3419,49914,8035c4d4,80360e7c
3419,49914,8033da7c,8033b740
3419,49914,80383578,80360638
3419,49914,80338e2c,8033d61c
3419,49914,8035d238,8033fc1c
3419,49914,801cc2d4,801c4d44
3419,49914,8033ff48,8033b238
3419,49914,80360080,80360098
3419,49914,8033fb64,8036c8e4
3419,49914,8036c83c,803408d4
3419,49914,8036c91c,803789f8
3419,49914,80378a34,8036c6f0
3419,49914,8033f7a8,8033b720
3419,49914,8039d920,8033a5d0
3419,49914,80361c58,8035d564
3419,49914,80345f34,80345738
3419,49915,80357360,8034a720
3419,49915,8036e210,80369160
3419,49915,80040990,80036150
3419,49915,800a0a78,800083c4
3420,49915,80369160,80362400
3420,49915,8037c4ec,8036c8b0
3420,49915,8033fb64,8036c8e4
3420,49915,8035ea9c,80361cc8
3420,49915,8035eb08,8033d080
3420,49915,8035fa3c,8033ee60
3420,49915,8037254c,8036c180
3420,49915,8033a7e0,8039d92c
3420,49915,80080f14,80074f54
3420,49915,8035ed58,8033d6a0
3420,49915,8035ea9c,8035f158
3420,49915,80360110,80360e50
3420,49915,8035d564,8033af78
3420,49915,8035ecc4,8033d33c
3420,49915,8036067c,8033b248
3420,49915,8035c4fc,80361b70
3420,49915,80087008,801c4f10
3420,49915,80378698,8036c894
3420,49915,8033fc1c,8035d548
3420,49915,80360760,8033ea18
3420,49915,8035d7d8,800bf060
3420,49915,80383594,8033b3ec
3420,49915,8033fbe0,803a08dc
3420,49915,8036cb1c,8035c544
3420,49915,80349494,80349494
3420,49916,8036127c,8035c1d0
3420,49916,8036df0c,8036e2a4
3420,49916,800a574c,800a5788
3420,49916,8039930c,8039aaa0
3420,49916,802237c8,8002a158
3421,49916,8033af78,8033aff0
3421,49916,80360e50,80383574
3421,49916,8033fb64,8036c8e4
3421,49916,8033d6cc,8035ed64
3421,49916,80383508,8033e8bc
3421,49916,8039e390,803a19d4
3421,49916,803408d4,8036c8d8
3421,49916,8033b248,8036060c
3421,49916,8036053c,80361c88
3421,49916,8035c51c,8036c9f8
3421,49916,8035f82c,80363530
3421,49916,80338e2c,8033d61c
3421,49916,8035ea9c,80361cc8
3421,49916,803835e0,80361b48
3421,49916,8033ea18,8036076c
3421,49916,80383578,80360638
3421,49916,8036c894,8037c4ec
3421,49916,8033fba0,8036c91c
3421,49916,8033b13c,8033ff48
3421,49916,8035f82c,80363530
3421,49916,80361af8,80383594
3421,49916,8033aa98,8039d8e0
3421,49916,80361b90,8035fb6c
3421,49916,803490a0,8034cc00
3421,49917,8035ccec,803622dc
3421,49917,803622dc,8035cd30
3421,49917,80324a70,80378420
3421,49917,80010678,80341178
3422,49917,8037b914,80364ee0
3422,49917,8036060c,8033cc2c
3422,49917,80377b6c,8036c904
3422,49917,803408d4,8036c8d8
3422,49917,8035ed58,8033d6a0
3422,49917,8033b248,8036060c
3422,49917,8033a5d0,8033a7e0
3422,49917,80372558,8035bee4
3422,49917,803606bc,8033e73c
3422,49917,8033d080,80003100
3422,49917,8035f75c,80363550
3422,49917,8035c4fc,80361b70
3422,49917,803414cc,80371c38
3422,49917,8035f804,803788cc
3422,49917,803711f4,8000b270
3422,49917,8033ac18,8036a4a0
3422,49917,80073ed4,8036c988
3422,49917,8033f7a8,8033b720
3422,49917,8033e6b8,80360750
3422,49917,80377b6c,8036c904
3422,49917,803789f8,80378a24
3422,49917,803645fc,8037c684
3422,49917,8036c2a0,8033fbe0
3422,49917,80361bd0,8035ea9c
3422,49918,8035c9ac,8035cc98
3422,49918,803622dc,80361274
3422,49918,80369160,8036df0c
3422,49918,803248dc,80378414
3422,49918,80369c8c,8035c1c8
3423,49918,803608e0,803835d8
3423,49918,8035bf04,80074c8c
3423,49918,80383558,80360110
3423,49918,8033ac18,8036a4a0
3423,49918,800bf07c,8035fa58
3423,49918,8035ef5c,8035d238
3423,49918,8039d8c8,8033aa98
3423,49918,8036c6f0,803408d4
3423,49918,803606bc,8033e73c
3423,49918,8033f7a8,8033b720
3423,49918,80361bd0,8035ea9c
3423,49918,8035d7d8,80361c60
3423,49918,8033f7d8,8033b888
3423,49918,803711c4,8036d344
3423,49918,80361cb4,8035ea9c
3423,49918,8036071c,8033e7fc
3423,49918,8036c8e4,80377b6c
3423,49918,80377b6c,8036c904
3423,49918,8036060c,8033cc2c
3423,49918,80383508,8033e8bc
3423,49918,8036c904,8033fba0
3423,49918,8033e8bc,8039ed30
3423,49918,803213f0,8038f0bc
3423,49918,802f2024,8038f158
3423,49919,8035c1c8,80361248
3423,49919,8036e908,8035c198
3423,49919,800a1ce4,8006aa70
3423,49919,8037839c,80324a70
3423,49919,8036e9f4,803790a4
3424,49919,80074c8c,8035bf04
3424,49919,8035d548,8035eb08
3424,49919,8036c880,80378698
3424,49919,8036c8b0,803408d4
3424,49919,8035ea9c,80361cc8
3424,49919,8035c544,80361cb4
3424,49919,8033e8bc,8039ed30
3424,49919,80368278,8037dd04
3424,49919,8033da7c,8033b740
3424,49919,8033aa98,8036a460
3424,49919,80383574,8033b3ec
3424,49919,8033f7ec,8036cb1c
3424,49919,80377b6c,8036c34c
3424,49919,8033e638,8036071c
3424,49919,8035d800,80361b54
3424,49919,8035ef5c,8035d238
3424,49919,8036c8b0,803408d4
3424,49919,8036c8e4,80377b6c
3424,49919,8033d6cc,8035ed64
